club_name,player_name,club_involved_name,transfer_movement,transfer_period,fee_cleaned,league_name,Squad,country
Southampton FC,Tino Livramento,Chelsea FC U23,in,Summer,5.9,Premier League,Chelsea FC U23,England
Southampton FC,Theo Walcott,Everton FC,in,Summer,0.0,Premier League,Everton FC,England
Tottenham Hotspur,Emerson Royal,FC Barcelona,in,Summer,25.0,Premier League,FC Barcelona,Spain
Tottenham Hotspur,Bryan Gil,Sevilla FC,in,Summer,25.0,Premier League,Sevilla FC,Spain
Tottenham Hotspur,Pape Matar Sarr,FC Metz,in,Summer,16.9,Premier League,FC Metz,France
Tottenham Hotspur,Pape Matar Sarr,FC Metz,in,Summer,16.9,Premier League,FC Metz,France
Watford FC,Imrân Louza,FC Nantes,in,Summer,10.0,Premier League,FC Nantes,France
Watford FC,Emmanuel Dennis,Club Brugge KV,in,Summer,4.0,Premier League,Club Brugge KV,Belgium
Watford FC,Emmanuel Dennis,Club Brugge KV,in,Summer,4.0,Premier League,Club Brugge KV,Belgium
Watford FC,Joshua King,Everton FC,in,Summer,0.0,Premier League,Everton FC,England
Watford FC,Ashley Fletcher,Middlesbrough FC,in,Summer,0.0,Premier League,Middlesbrough FC,England
Watford FC,Kwadwo Baah,Rochdale AFC,in,Summer,0.0,Premier League,Rochdale AFC,England
West Ham United,Kurt Zouma,Chelsea FC,in,Summer,35.0,Premier League,Chelsea FC,England
West Ham United,Craig Dawson,Watford FC,in,Summer,2.3,Premier League,Watford FC,England
Wolverhampton Wanderers,Rayan Aït-Nouri,Angers SCO,in,Summer,11.1,Premier League,Angers SCO,France
Wolverhampton Wanderers,Trincão,FC Barcelona,in,Summer,6.0,Premier League,FC Barcelona,Spain
Aston Villa,Lucas Digne,Everton FC,in,Winter,30.0,Premier League,Everton FC,England
Aston Villa,Calum Chambers,Arsenal FC,in,Winter,0.0,Premier League,Arsenal FC,England
Burnley FC,Wout Weghorst,VfL Wolfsburg,in,Winter,17.5,Premier League,VfL Wolfsburg,Germany
Burnley FC,Wout Weghorst,VfL Wolfsburg,in,Winter,17.5,Premier League,VfL Wolfsburg,Germany
Everton FC,Nathan Patterson,Rangers FC,in,Winter,14.0,Premier League,Rangers FC,Other
Liverpool FC,Luis Díaz,FC Porto,in,Winter,47.0,Premier League,FC Porto,Portugal
Newcastle United,Chris Wood,Burnley FC,in,Winter,30.0,Premier League,Burnley FC,England
Tottenham Hotspur,Rodrigo Bentancur,Juventus FC,in,Winter,19.0,Premier League,Juventus FC,Italy
Tottenham Hotspur,Dejan Kulusevski,Juventus FC,in,Winter,10.0,Premier League,Juventus FC,Italy
Watford FC,Maduka Okoye,Sparta Rotterdam,in,Winter,5.0,Premier League,Sparta Rotterdam,Netherlands
Watford FC,Samir Caetano,Udinese Calcio,in,Winter,5.0,Premier League,Udinese Calcio,Italy
Watford FC,Edo Kayembe,KAS Eupen,in,Winter,4.7,Premier League,KAS Eupen,Belgium
Watford FC,Hassane Kamara,OGC Nice,in,Winter,4.0,Premier League,OGC Nice,France
Wolverhampton Wanderers,Chiquinho,GD Estoril Praia,in,Winter,3.5,Premier League,GD Estoril Praia,Portugal
Wolverhampton Wanderers,Sang-bin Jeong,Suwon Samsung Bluewings,in,Winter,1.2,Premier League,Suwon Samsung Bluewings,Other
Arsenal FC,Fábio Vieira,FC Porto,in,Summer,35.0,Premier League,FC Porto,Portugal
Aston Villa,Diego Carlos,Sevilla FC,in,Summer,31.0,Premier League,Sevilla FC,Spain
Aston Villa,Philippe Coutinho,FC Barcelona,in,Summer,20.0,Premier League,FC Barcelona,Spain
Aston Villa,Robin Olsen,AS Roma,in,Summer,3.5,Premier League,AS Roma,Italy
Aston Villa,Robin Olsen,AS Roma,in,Summer,3.5,Premier League,AS Roma,Italy
Aston Villa,Ludwig Augustinsson,Sevilla FC,in,Summer,0.5,Premier League,Sevilla FC,Spain
AFC Bournemouth,Marcos Senesi,Feyenoord Rotterdam,in,Summer,15.0,Premier League,Feyenoord Rotterdam,Netherlands
AFC Bournemouth,Marcus Tavernier,Middlesbrough FC,in,Summer,11.9,Premier League,Middlesbrough FC,England
AFC Bournemouth,Neto,FC Barcelona,in,Summer,0.0,Premier League,FC Barcelona,Spain
Brentford FC,Aaron Hickey,Bologna FC 1909,in,Summer,16.5,Premier League,Bologna FC 1909,Italy
Brentford FC,Mikkel Damsgaard,UC Sampdoria,in,Summer,15.0,Premier League,UC Sampdoria,Italy
Brentford FC,Mikkel Damsgaard,UC Sampdoria,in,Summer,15.0,Premier League,UC Sampdoria,Italy
Brentford FC,Thomas Strakosha,SS Lazio,in,Summer,0.0,Premier League,SS Lazio,Italy
Brentford FC,Ben Mee,Burnley FC,in,Summer,0.0,Premier League,Burnley FC,England
Brighton & Hove Albion,Pervis Estupiñán,Villarreal CF,in,Summer,17.8,Premier League,Villarreal CF,Spain
Brighton & Hove Albion,Billy Gilmour,Chelsea FC,in,Summer,8.33,Premier League,Chelsea FC,England
Chelsea FC,Kalidou Koulibaly,SSC Napoli,in,Summer,38.0,Premier League,SSC Napoli,Italy
Chelsea FC,Pierre-Emerick Aubameyang,FC Barcelona,in,Summer,12.0,Premier League,FC Barcelona,Spain
Chelsea FC,Denis Zakaria,Juventus FC,in,Summer,3.0,Premier League,Juventus FC,Italy
Crystal Palace,Cheick Doucouré,RC Lens,in,Summer,22.6,Premier League,RC Lens,France
Everton FC,Dwight McNeil,Burnley FC,in,Summer,17.0,Premier League,Burnley FC,England
Everton FC,James Tarkowski,Burnley FC,in,Summer,0.0,Premier League,Burnley FC,England
Fulham FC,João Palhinha,Sporting CP,in,Summer,20.0,Premier League,Sporting CP,Portugal
Fulham FC,João Palhinha,Sporting CP,in,Summer,20.0,Premier League,Sporting CP,Portugal
Fulham FC,Kevin Mbabu,VfL Wolfsburg,in,Summer,5.5,Premier League,VfL Wolfsburg,Germany
Fulham FC,Kevin Mbabu,VfL Wolfsburg,in,Summer,5.5,Premier League,VfL Wolfsburg,Germany
Fulham FC,Carlos Vinícius,SL Benfica,in,Summer,5.0,Premier League,SL Benfica,Portugal
Fulham FC,Bernd Leno,Arsenal FC,in,Summer,3.6,Premier League,Arsenal FC,England
Leeds United,Luis Sinisterra,Feyenoord Rotterdam,in,Summer,25.0,Premier League,Feyenoord Rotterdam,Netherlands
Leeds United,Tyler Adams,RB Leipzig,in,Summer,17.0,Premier League,RB Leipzig,Germany
Leeds United,Tyler Adams,RB Leipzig,in,Summer,17.0,Premier League,RB Leipzig,Germany
Liverpool FC,Darwin Núñez,SL Benfica,in,Summer,80.0,Premier League,SL Benfica,Portugal
Liverpool FC,Fábio Carvalho,Fulham FC,in,Summer,5.9,Premier League,Fulham FC,England
Liverpool FC,Calvin Ramsay,Aberdeen FC,in,Summer,4.9,Premier League,Aberdeen FC,Other
Liverpool FC,Arthur Melo,Juventus FC,in,Summer,4.5,Premier League,Juventus FC,Italy
Manchester City,Erling Haaland,Borussia Dortmund,in,Summer,60.0,Premier League,Borussia Dortmund,Germany
Manchester City,Manuel Akanji,Borussia Dortmund,in,Summer,17.5,Premier League,Borussia Dortmund,Germany
Manchester City,Sergio Gómez,RSC Anderlecht,in,Summer,13.0,Premier League,RSC Anderlecht,Belgium
Manchester City,Sergio Gómez,RSC Anderlecht,in,Summer,13.0,Premier League,RSC Anderlecht,Belgium
Manchester United,Tyrell Malacia,Feyenoord Rotterdam,in,Summer,15.0,Premier League,Feyenoord Rotterdam,Netherlands
Manchester United,Christian Eriksen,Brentford FC,in,Summer,0.0,Premier League,Brentford FC,England
Newcastle United,Alexander Isak,Real Sociedad,in,Summer,70.0,Premier League,Real Sociedad,Spain
Newcastle United,Nick Pope,Burnley FC,in,Summer,11.5,Premier League,Burnley FC,England
Nottingham Forest,Neco Williams,Liverpool FC,in,Summer,20.0,Premier League,Liverpool FC,England
Nottingham Forest,Emmanuel Dennis,Watford FC,in,Summer,14.8,Premier League,Watford FC,England
Nottingham Forest,Orel Mangala,VfB Stuttgart,in,Summer,13.0,Premier League,VfB Stuttgart,Germany
Nottingham Forest,Remo Freuler,Atalanta BC,in,Summer,9.0,Premier League,Atalanta BC,Italy
Nottingham Forest,Josh Bowler,Blackpool FC,in,Summer,2.3,Premier League,Blackpool FC,England
Nottingham Forest,Wayne Hennessey,Burnley FC,in,Summer,0.0,Premier League,Burnley FC,England
Southampton FC,Armel Bella-Kotchap,VfL Bochum,in,Summer,11.0,Premier League,VfL Bochum,Germany
Southampton FC,Joe Aribo,Rangers FC,in,Summer,7.1,Premier League,Rangers FC,Other
Southampton FC,Mateusz Lis,Altay SK,in,Summer,0.0,Premier League,Altay SK,Other
Tottenham Hotspur,Richarlison,Everton FC,in,Summer,58.0,Premier League,Everton FC,England
Tottenham Hotspur,Cristian Romero,Atalanta BC,in,Summer,50.0,Premier League,Atalanta BC,Italy
Tottenham Hotspur,Destiny Udogie,Udinese Calcio,in,Summer,18.0,Premier League,Udinese Calcio,Italy
Tottenham Hotspur,Djed Spence,Middlesbrough FC,in,Summer,14.7,Premier League,Middlesbrough FC,England
Tottenham Hotspur,Fraser Forster,Southampton FC,in,Summer,0.0,Premier League,Southampton FC,England
West Ham United,Nayef Aguerd,Stade Rennais FC,in,Summer,35.0,Premier League,Stade Rennais FC,France
West Ham United,Maxwel Cornet,Burnley FC,in,Summer,20.7,Premier League,Burnley FC,England
West Ham United,Emerson,Chelsea FC,in,Summer,15.4,Premier League,Chelsea FC,England
Wolverhampton Wanderers,Matheus Nunes,Sporting CP,in,Summer,45.0,Premier League,Sporting CP,Portugal
Wolverhampton Wanderers,Matheus Nunes,Sporting CP,in,Summer,45.0,Premier League,Sporting CP,Portugal
Wolverhampton Wanderers,Gonçalo Guedes,Valencia CF,in,Summer,32.6,Premier League,Valencia CF,Spain
Wolverhampton Wanderers,Nathan Collins,Burnley FC,in,Summer,24.3,Premier League,Burnley FC,England
Wolverhampton Wanderers,Sasa Kalajdzic,VfB Stuttgart,in,Summer,18.0,Premier League,VfB Stuttgart,Germany
Wolverhampton Wanderers,Hee-chan Hwang,RB Leipzig,in,Summer,16.7,Premier League,RB Leipzig,Germany
Wolverhampton Wanderers,Hee-chan Hwang,RB Leipzig,in,Summer,16.7,Premier League,RB Leipzig,Germany
Wolverhampton Wanderers,Boubacar Traoré,FC Metz,in,Summer,2.0,Premier League,FC Metz,France
Wolverhampton Wanderers,Boubacar Traoré,FC Metz,in,Summer,2.0,Premier League,FC Metz,France
Arsenal FC,Jakub Kiwior,Spezia Calcio,in,Winter,25.0,Premier League,Spezia Calcio,Italy
Arsenal FC,Jorginho,Chelsea FC,in,Winter,11.3,Premier League,Chelsea FC,England
AFC Bournemouth,Dango Ouattara,FC Lorient,in,Winter,22.5,Premier League,FC Lorient,France
AFC Bournemouth,Matías Viña,AS Roma,in,Winter,0.75,Premier League,AS Roma,Italy
AFC Bournemouth,Matías Viña,AS Roma,in,Winter,0.75,Premier League,AS Roma,Italy
Brentford FC,Kevin Schade,SC Freiburg,in,Winter,1.0,Premier League,SC Freiburg,Germany
Brentford FC,Kevin Schade,SC Freiburg,in,Winter,1.0,Premier League,SC Freiburg,Germany
Chelsea FC,Enzo Fernández,SL Benfica,in,Winter,121.0,Premier League,SL Benfica,Portugal
Chelsea FC,Noni Madueke,PSV Eindhoven,in,Winter,35.0,Premier League,PSV Eindhoven,Netherlands
Crystal Palace,Naouirou Ahamada,VfB Stuttgart,in,Winter,12.0,Premier League,VfB Stuttgart,Germany
Fulham FC,Sasa Lukic,Torino FC,in,Winter,9.1,Premier League,Torino FC,Italy
Leeds United,Georginio Rutter,TSG 1899 Hoffenheim,in,Winter,28.0,Premier League,TSG 1899 Hoffenheim,Germany
Leeds United,Weston McKennie,Juventus FC,in,Winter,1.25,Premier League,Juventus FC,Italy
Leicester City,Victor Kristiansen,FC Copenhagen,in,Winter,14.0,Premier League,FC Copenhagen,Other
Liverpool FC,Cody Gakpo,PSV Eindhoven,in,Winter,42.0,Premier League,PSV Eindhoven,Netherlands
Manchester United,Wout Weghorst,Burnley FC,in,Winter,2.96,Premier League,Burnley FC,England
Newcastle United,Anthony Gordon,Everton FC,in,Winter,45.6,Premier League,Everton FC,England
Nottingham Forest,Danilo,Sociedade Esportiva Palmeiras,in,Winter,20.0,Premier League,Sociedade Esportiva Palmeiras,Other
Nottingham Forest,Gustavo Scarpa,Sociedade Esportiva Palmeiras,in,Winter,0.0,Premier League,Sociedade Esportiva Palmeiras,Other
Southampton FC,Kamaldeen Sulemana,Stade Rennais FC,in,Winter,25.0,Premier League,Stade Rennais FC,France
Southampton FC,Paul Onuachu,KRC Genk,in,Winter,18.0,Premier League,KRC Genk,Belgium
Tottenham Hotspur,Pedro Porro,Sporting CP,in,Winter,5.0,Premier League,Sporting CP,Portugal
Tottenham Hotspur,Pedro Porro,Sporting CP,in,Winter,5.0,Premier League,Sporting CP,Portugal
Tottenham Hotspur,Arnaut Danjuma,Villarreal CF,in,Winter,3.0,Premier League,Villarreal CF,Spain
Wolverhampton Wanderers,João Gomes,CR Flamengo,in,Winter,18.7,Premier League,CR Flamengo,Other
Wolverhampton Wanderers,João Gomes,CR Flamengo,in,Winter,18.7,Premier League,CR Flamengo,Other
Wolverhampton Wanderers,Mario Lemina,OGC Nice,in,Winter,11.0,Premier League,OGC Nice,France
Bayern Munich,Leon Goretzka,FC Schalke 04,in,Summer,0.0,1 Bundesliga,FC Schalke 04,Germany
FC Schalke 04,Salif Sané,Hannover 96,in,Summer,7.0,1 Bundesliga,Hannover 96,Germany
FC Schalke 04,Salif Sané,Hannover 96,in,Summer,7.0,1 Bundesliga,Hannover 96,Germany
FC Schalke 04,Mark Uth,TSG 1899 Hoffenheim,in,Summer,0.0,1 Bundesliga,TSG 1899 Hoffenheim,Germany
TSG 1899 Hoffenheim,Leonardo Bittencourt,1. FC Köln,in,Summer,6.0,1 Bundesliga,1. FC Köln,Germany
TSG 1899 Hoffenheim,Vincenzo Grifo,Borussia Mönchengladbach,in,Summer,5.5,1 Bundesliga,Borussia Mönchengladbach,Germany
TSG 1899 Hoffenheim,Vincenzo Grifo,Borussia Mönchengladbach,in,Summer,5.5,1 Bundesliga,Borussia Mönchengladbach,Germany
TSG 1899 Hoffenheim,Ishak Belfodil,Standard Liège,in,Summer,5.5,1 Bundesliga,Standard Liège,Belgium
TSG 1899 Hoffenheim,Joshua Brenet,PSV Eindhoven,in,Summer,3.5,1 Bundesliga,PSV Eindhoven,Netherlands
TSG 1899 Hoffenheim,Reiss Nelson,Arsenal FC U23,in,Summer,0.5,1 Bundesliga,Arsenal FC U23,England
Borussia Dortmund,Thomas Delaney,SV Werder Bremen,in,Summer,20.0,1 Bundesliga,SV Werder Bremen,Germany
Borussia Dortmund,Thomas Delaney,SV Werder Bremen,in,Summer,20.0,1 Bundesliga,SV Werder Bremen,Germany
Borussia Dortmund,Marius Wolf,Eintracht Frankfurt,in,Summer,5.0,1 Bundesliga,Eintracht Frankfurt,Germany
Borussia Dortmund,Marius Wolf,Eintracht Frankfurt,in,Summer,5.0,1 Bundesliga,Eintracht Frankfurt,Germany
Borussia Dortmund,Paco Alcácer,FC Barcelona,in,Summer,2.0,1 Bundesliga,FC Barcelona,Spain
Borussia Dortmund,Eric Oelschlägel,SV Werder Bremen II,in,Summer,0.0,1 Bundesliga,SV Werder Bremen II,Germany
Borussia Dortmund,Marwin Hitz,FC Augsburg,in,Summer,0.0,1 Bundesliga,FC Augsburg,Germany
Bayer 04 Leverkusen,Mitchell Weiser,Hertha BSC,in,Summer,12.0,1 Bundesliga,Hertha BSC,Germany
Bayer 04 Leverkusen,Isaac Kiese Thelin,RSC Anderlecht,in,Summer,1.0,1 Bundesliga,RSC Anderlecht,Belgium
Bayer 04 Leverkusen,Isaac Kiese Thelin,RSC Anderlecht,in,Summer,1.0,1 Bundesliga,RSC Anderlecht,Belgium
Bayer 04 Leverkusen,Lukas Hradecky,Eintracht Frankfurt,in,Summer,0.0,1 Bundesliga,Eintracht Frankfurt,Germany
Bayer 04 Leverkusen,Lukas Hradecky,Eintracht Frankfurt,in,Summer,0.0,1 Bundesliga,Eintracht Frankfurt,Germany
RB Leipzig,Nordi Mukiele,Montpellier HSC,in,Summer,16.0,1 Bundesliga,Montpellier HSC,France
RB Leipzig,Nordi Mukiele,Montpellier HSC,in,Summer,16.0,1 Bundesliga,Montpellier HSC,France
VfB Stuttgart,Gonzalo Castro,Borussia Dortmund,in,Summer,5.0,1 Bundesliga,Borussia Dortmund,Germany
VfB Stuttgart,Marc Oliver Kempf,SC Freiburg,in,Summer,0.0,1 Bundesliga,SC Freiburg,Germany
VfB Stuttgart,Marc Oliver Kempf,SC Freiburg,in,Summer,0.0,1 Bundesliga,SC Freiburg,Germany
Eintracht Frankfurt,Evan Ndicka,AJ Auxerre,in,Summer,5.5,1 Bundesliga,AJ Auxerre,France
Eintracht Frankfurt,Ante Rebic,ACF Fiorentina,in,Summer,4.5,1 Bundesliga,ACF Fiorentina,Italy
Eintracht Frankfurt,Gonçalo Paciência,FC Porto,in,Summer,3.0,1 Bundesliga,FC Porto,Portugal
Eintracht Frankfurt,Filip Kostić,Hamburger SV,in,Summer,0.6,1 Bundesliga,Hamburger SV,Germany
Eintracht Frankfurt,Filip Kostić,Hamburger SV,in,Summer,0.6,1 Bundesliga,Hamburger SV,Germany
Eintracht Frankfurt,Marius Wolf,Hannover 96,in,Summer,0.5,1 Bundesliga,Hannover 96,Germany
Eintracht Frankfurt,Marius Wolf,Hannover 96,in,Summer,0.5,1 Bundesliga,Hannover 96,Germany
Eintracht Frankfurt,Chico Geraldes,Sporting CP,in,Summer,0.2,1 Bundesliga,Sporting CP,Portugal
Eintracht Frankfurt,Chico Geraldes,Sporting CP,in,Summer,0.2,1 Bundesliga,Sporting CP,Portugal
Eintracht Frankfurt,Nicolai Müller,Hamburger SV,in,Summer,0.0,1 Bundesliga,Hamburger SV,Germany
Eintracht Frankfurt,Nicolai Müller,Hamburger SV,in,Summer,0.0,1 Bundesliga,Hamburger SV,Germany
Borussia Mönchengladbach,Alassane Plea,OGC Nice,in,Summer,23.0,1 Bundesliga,OGC Nice,France
Borussia Mönchengladbach,Andreas Poulsen,FC Midtjylland,in,Summer,4.5,1 Bundesliga,FC Midtjylland,Other
Hertha BSC,Lukas Klünter,1. FC Köln,in,Summer,2.0,1 Bundesliga,1. FC Köln,Germany
Hertha BSC,Pascal Köpke,FC Erzgebirge Aue,in,Summer,2.0,1 Bundesliga,FC Erzgebirge Aue,Germany
Hertha BSC,Marko Grujić,Liverpool FC,in,Summer,1.0,1 Bundesliga,Liverpool FC,England
Hertha BSC,Derrick Luckassen,PSV Eindhoven,in,Summer,0.5,1 Bundesliga,PSV Eindhoven,Netherlands
SV Werder Bremen,Davy Klaassen,Everton FC,in,Summer,13.5,1 Bundesliga,Everton FC,England
SV Werder Bremen,Yuya Osako,1. FC Köln,in,Summer,4.5,1 Bundesliga,1. FC Köln,Germany
SV Werder Bremen,Felix Beijmo,Djurgårdens IF,in,Summer,3.0,1 Bundesliga,Djurgårdens IF,Other
SV Werder Bremen,Martin Harnik,Hannover 96,in,Summer,2.25,1 Bundesliga,Hannover 96,Germany
SV Werder Bremen,Martin Harnik,Hannover 96,in,Summer,2.25,1 Bundesliga,Hannover 96,Germany
SV Werder Bremen,Nuri Sahin,Borussia Dortmund,in,Summer,1.0,1 Bundesliga,Borussia Dortmund,Germany
SV Werder Bremen,Claudio Pizarro,1. FC Köln,in,Summer,0.0,1 Bundesliga,1. FC Köln,Germany
FC Augsburg,André Hahn,Hamburger SV,in,Summer,3.0,1 Bundesliga,Hamburger SV,Germany
FC Augsburg,André Hahn,Hamburger SV,in,Summer,3.0,1 Bundesliga,Hamburger SV,Germany
FC Augsburg,Julian Schieber,Hertha BSC,in,Summer,0.0,1 Bundesliga,Hertha BSC,Germany
Hannover 96,Walace,Hamburger SV,in,Summer,6.0,1 Bundesliga,Hamburger SV,Germany
Hannover 96,Walace,Hamburger SV,in,Summer,6.0,1 Bundesliga,Hamburger SV,Germany
Hannover 96,Genki Haraguchi,Hertha BSC,in,Summer,4.5,1 Bundesliga,Hertha BSC,Germany
Hannover 96,Florent Muslija,Karlsruher SC,in,Summer,1.4,1 Bundesliga,Karlsruher SC,Germany
Hannover 96,Florent Muslija,Karlsruher SC,in,Summer,1.4,1 Bundesliga,Karlsruher SC,Germany
Hannover 96,Bobby Wood,Hamburger SV,in,Summer,1.2,1 Bundesliga,Hamburger SV,Germany
Hannover 96,Bobby Wood,Hamburger SV,in,Summer,1.2,1 Bundesliga,Hamburger SV,Germany
Hannover 96,Takuma Asano,Arsenal FC,in,Summer,1.0,1 Bundesliga,Arsenal FC,England
Hannover 96,Leo Weinkauf,FC Bayern Munich II,in,Summer,0.0,1 Bundesliga,FC Bayern Munich II,Germany
1.FSV Mainz 05,Moussa Niakhaté,FC Metz,in,Summer,6.0,1 Bundesliga,FC Metz,France
1.FSV Mainz 05,Moussa Niakhaté,FC Metz,in,Summer,6.0,1 Bundesliga,FC Metz,France
1.FSV Mainz 05,Jean-Paul Boëtius,Feyenoord Rotterdam,in,Summer,3.5,1 Bundesliga,Feyenoord Rotterdam,Netherlands
SC Freiburg,Luca Waldschmidt,Hamburger SV,in,Summer,5.0,1 Bundesliga,Hamburger SV,Germany
SC Freiburg,Luca Waldschmidt,Hamburger SV,in,Summer,5.0,1 Bundesliga,Hamburger SV,Germany
SC Freiburg,Dominique Heintz,1. FC Köln,in,Summer,3.0,1 Bundesliga,1. FC Köln,Germany
SC Freiburg,Mark Flekken,MSV Duisburg,in,Summer,2.0,1 Bundesliga,MSV Duisburg,Germany
SC Freiburg,Mark Flekken,MSV Duisburg,in,Summer,2.0,1 Bundesliga,MSV Duisburg,Germany
SC Freiburg,Jérôme Gondorf,SV Werder Bremen,in,Summer,1.3,1 Bundesliga,SV Werder Bremen,Germany
SC Freiburg,Jérôme Gondorf,SV Werder Bremen,in,Summer,1.3,1 Bundesliga,SV Werder Bremen,Germany
VfL Wolfsburg,Wout Weghorst,AZ Alkmaar,in,Summer,10.5,1 Bundesliga,AZ Alkmaar,Netherlands
VfL Wolfsburg,Daniel Ginczek,VfB Stuttgart,in,Summer,10.0,1 Bundesliga,VfB Stuttgart,Germany
VfL Wolfsburg,Marcel Tisserand,FC Ingolstadt 04,in,Summer,7.0,1 Bundesliga,FC Ingolstadt 04,Germany
VfL Wolfsburg,Marcel Tisserand,FC Ingolstadt 04,in,Summer,7.0,1 Bundesliga,FC Ingolstadt 04,Germany
VfL Wolfsburg,Jérôme Roussillon,Montpellier HSC,in,Summer,5.0,1 Bundesliga,Montpellier HSC,France
VfL Wolfsburg,Jérôme Roussillon,Montpellier HSC,in,Summer,5.0,1 Bundesliga,Montpellier HSC,France
VfL Wolfsburg,Felix Klaus,Hannover 96,in,Summer,3.0,1 Bundesliga,Hannover 96,Germany
VfL Wolfsburg,Felix Klaus,Hannover 96,in,Summer,3.0,1 Bundesliga,Hannover 96,Germany
VfL Wolfsburg,Pavao Pervan,LASK,in,Summer,0.5,1 Bundesliga,LASK,Other
Fortuna Düsseldorf,Marvin Ducksch,FC St. Pauli,in,Summer,2.0,1 Bundesliga,FC St. Pauli,Germany
Fortuna Düsseldorf,Benito Raman,Standard Liège,in,Summer,1.5,1 Bundesliga,Standard Liège,Belgium
Fortuna Düsseldorf,Jean Zimmer,VfB Stuttgart,in,Summer,0.9,1 Bundesliga,VfB Stuttgart,Germany
Fortuna Düsseldorf,Aymen Barkok,Eintracht Frankfurt,in,Summer,0.8,1 Bundesliga,Eintracht Frankfurt,Germany
Fortuna Düsseldorf,Aymen Barkok,Eintracht Frankfurt,in,Summer,0.8,1 Bundesliga,Eintracht Frankfurt,Germany
Fortuna Düsseldorf,Dodi Lukébakio,Watford FC,in,Summer,0.3,1 Bundesliga,Watford FC,England
